doi,title,source,nnaa_track,pmid,journal,pub_date,abstract,nnaa_compound,ai_article_type,ai_pass,ai_rationale_zh,ai_nnaa_category,ai_synthesis_method,ai_has_pathway_or_synthesis,ai_compound,fetched_at,publication_types,ai_domain_relevant,ai_has_experiment,lit_type_zh
10.1111/mmi.15052,Studying lysine acetylation of citric acid cycle enzymes by genetic code expansion.,pubmed,gce,36890576,Molecular microbiology,2023-May,"Lysine acetylation is one of the most abundant post-translational modifications in nature, affecting many key biological pathways in both prokaryotes and eukaryotes. It has not been long since technological advances led to understanding of the roles of acetylation in biological processes. Most of those studies were based on proteomic analyses, which have identified thousands of acetylation sites in a wide range of proteins. However, the specific role of individual acetylation event remains largely unclear, mostly due to the existence of multiple acetylation and dynamic changes of acetylation levels. To solve these problems, the genetic code expansion technique has been applied in protein acetylation studies, facilitating the incorporation of acetyllysine into a specific lysine position to generate a site-specifically acetylated protein. By this method, the effects of acetylation at a specific lysine residue can be characterized with minimal interferences. Here, we summarized the development of the genetic code expansion technique for lysine acetylation and recent studies on lysine acetylation of citrate acid cycle enzymes in bacteria by this approach, providing a practical application of the genetic code expansion technique in protein acetylation studies.",,review,true,综述遗传密码扩展技术在赖氨酸乙酰化研究中的应用，明确涉及非天然氨基酸乙酰赖氨酸（acetyllysine）的定点整合，属于GCE范畴，且综述涵盖该ncAA的引入方法学。,gce,unclear,unclear,acetyllysine,2026-07-23 18:45:34,"Journal Article; Review; Research Support, N.I.H., Extramural",true,no,综述
10.1002/pro.4618,Functional analysis of protein post-translational modifications using genetic codon expansion.,pubmed,gce,36883310,Protein science : a publication of the Protein Society,2023-Apr,"Post-translational modifications (PTMs) of proteins not only exponentially increase the diversity of proteoforms, but also contribute to dynamically modulating the localization, stability, activity, and interaction of proteins. Understanding the biological consequences and functions of specific PTMs has been challenging for many reasons, including the dynamic nature of many PTMs and the technical limitations to access homogenously modified proteins. The genetic code expansion technology has emerged to provide unique approaches for studying PTMs. Through site-specific incorporation of unnatural amino acids (UAAs) bearing PTMs or their mimics into proteins, genetic code expansion allows the generation of homogenous proteins with site-specific modifications and atomic resolution both in vitro and in vivo. With this technology, various PTMs and mimics have been precisely introduced into proteins. In this review, we summarize the UAAs and approaches that have been recently developed to site-specifically install PTMs and their mimics into proteins for functional studies of PTMs.",,review,true,综述利用遗传密码扩展技术引入PTM模拟物的研究进展，涵盖多种磷酸化、乙酰化等ncAA的编码策略，对合成方法学有参考价值。,gce,unclear,unclear,"phosphoserine, acetyllysine, crotonyllysine",2026-07-23 18:45:34,"Journal Article; Review; Research Support, Non-U.S. Gov't",true,no,综述
10.1101/2023.01.26.525763,"Ultra-Fast Bioorthogonal Spin-Labeling and Distance Measurements in Mammalian Cells Using Small, Genetically Encoded Tetrazine Amino Acids.",pubmed,gce,36747808,bioRxiv : the preprint server for biology,2023-Jan-31,"Studying protein structures and dynamics directly in the cellular environments in which they function is essential to fully understand the molecular mechanisms underlying cellular processes. Site-directed spin-labeling (SDSL)-in combination with double electron-electron resonance (DEER) spectroscopy-has emerged as a powerful technique for determining both the structural states and the conformational equilibria of biomacromolecules. In-cell DEER spectroscopy on proteins in mammalian cells has thus far not been possible due to the notable challenges of spin-labeling in live cells. In-cell SDSL requires exquisite biorthogonality, high labeling reaction rates and low background signal from unreacted residual spin label. While the bioorthogonal reaction must be highly specific and proceed under physiological conditions, many spin labels display time-dependent instability in the reducing cellular environment. Additionally, high concentrations of spin label can be toxic. Thus, an exceptionally fast bioorthogonal reaction is required that can allow for complete labeling with low concentrations of spin-label prior to loss of signal. Here we utilized genetic code expansion to site-specifically encode a novel family of small, tetrazine-bearing non-canonical amino acids (Tet-v4.0) at multiple sites in green fluorescent protein (GFP) and maltose binding protein (MBP) expressed both in E. coli and in human HEK293T cells. We achieved specific and quantitative spin-labeling of Tet-v4.0-containing proteins by developing a series of strained trans -cyclooctene (sTCO)-functionalized nitroxides-including a gem -diethyl-substituted nitroxide with enhanced stability in cells-with rate constants that can exceed 10 6 M -1 s -1 . The remarkable speed of the Tet-v4.0/sTCO reaction allowed efficient spin-labeling of proteins in live HEK293T cells within minutes, requiring only sub-micromolar concentrations of sTCO-nitroxide added directly to the culture medium. DEER recorded from intact cells revealed distance distributions in good agreement with those measured from proteins purified and labeled in vitro . Furthermore, DEER was able to resolve the maltose-dependent conformational change of Tet-v4.0-incorporated and spin-labeled MBP in vitro and successfully discerned the conformational state of MBP within HEK293T cells. We anticipate the exceptional reaction rates of this system, combined with the relatively short and rigid side chains of the resulting spin labels, will enable structure/function studies of proteins directly in cells, without any requirements for protein purification.",,,true,batch_api_error_kept,,,,,2026-07-23 18:45:34,Preprint; Journal Article,,,
10.1098/rstb.2022.0030,"Discovery, implications and initial use of semi-synthetic organisms with an expanded genetic alphabet/code.",pubmed,gce,36633274,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",2023-Feb-27,"Much recent interest has focused on developing proteins for human use, such as in medicine. However, natural proteins are made up of only a limited number of canonical amino acids with limited functionalities, and this makes the discovery of variants with some functions difficult. The ability to recombinantly express proteins containing non-canonical amino acids (ncAAs) with properties selected to impart the protein with desired properties is expected to dramatically improve the discovery of proteins with different functions. Perhaps the most straightforward approach to such an expansion of the genetic code is through expansion of the genetic alphabet, so that new codon/anticodon pairs can be created to assign to ncAAs. In this review, I briefly summarize more than 20 years of effort leading ultimately to the discovery of synthetic nucleotides that pair to form an unnatural base pair, which when incorporated into DNA, is stably maintained, transcribed and used to translate proteins in Escherichia coli. In addition to discussing wide ranging conceptual implications, I also describe ongoing efforts at the pharmaceutical company Sanofi to employ the resulting 'semi-synthetic organisms' or SSOs, for the production of next-generation protein therapeutics. This article is part of the theme issue 'Reactivity and mechanism in chemical and synthetic biology'.",,,true,batch_api_error_kept,,,,,2026-07-23 18:45:34,Journal Article; Review,,,
10.1002/pro.4560,"High-yield recombinant bacterial expression of 13 C-, 15 N-labeled, serine-16 phosphorylated, murine amelogenin using a modified third generation genetic code expansion protocol.",pubmed,gce,36585836,Protein science : a publication of the Protein Society,2023-Feb,"Amelogenin constitutes ~90% of the enamel matrix in the secretory stage of amelogenesis, a still poorly understood process that results in the formation of the hardest and most mineralized tissue in vertebrates-enamel. Most biophysical research with amelogenin uses recombinant protein expressed in Escherichia coli. In addition to providing copious amounts of protein, recombinant expression allows 13 C- and 15 N-labeling for detailed structural studies using NMR spectroscopy. However, native amelogenin is phosphorylated at one position, Ser-16 in murine amelogenin, and there is mounting evidence that Ser-16 phosphorylation is important. Using a modified genetic code expansion protocol we have expressed and purified uniformly 13 C-, 15 N-labeled murine amelogenin (pS16M179) with ~95% of the protein being correctly phosphorylated. Homogeneous phosphorylation was achieved using commercially available, enriched, 13 C-, 15 N-labeled media, and protein expression was induced with isopropyl β-D-1-thiogalactopyranoside at 310 K. Phosphoserine incorporation was verified from one-dimensional 31 P NMR spectra, comparison of 1 H-15 N HSQC spectra, Phos-tag SDS PAGE, and mass spectrometry. Phosphorus-31 NMR spectra for pS16M179 under conditions known to trigger amelogenin self-assembly into nanospheres confirm nanosphere models with buried N-termini. Lambda phosphatase treatment of these nanospheres results in the dephosphorylation of pS16M179, confirming that smaller oligomers and monomers with exposed N-termini are in equilibrium with nanospheres. Such 13 C-, 15 N-labeling of amelogenin with accurately encoded phosphoserine incorporation will accelerate biomineralization research to understand amelogenesis and stimulate the expanded use of genetic code expansion protocols to introduce phosphorylated amino acids into proteins.",,research_article,true,采用改进的遗传密码扩展方案高效合成Ser16磷酸化的小鼠釉原蛋白，明确描述了磷酸丝氨酸的定点整合工艺及验证方法。,gce,enzymatic,yes,phosphoserine,2026-07-23 18:45:34,"Journal Article; Research Support, N.I.H., Extramural",true,yes,研究论文
10.1002/pro.4559,"""Not-so-popular"" orthogonal pairs in genetic code expansion.",pubmed,gce,36585833,Protein science : a publication of the Protein Society,2023-Feb,"During the past decade, genetic code expansion has been proved to be a powerful tool for protein studies and engineering. As the key part, a series of orthogonal pairs have been developed to site-specifically incorporate hundreds of noncanonical amino acids (ncAAs) into proteins by using bacteria, yeast, mammalian cells, animals, or plants as hosts. Among them, the pair of tyrosyl-tRNA synthetase/tRNATyr from Methanococcus jannaschii and the pair of pyrrolysyl-tRNA synthetase/tRNAPyl from Methanosarcina species are the most popular ones. Recently, other ""not-so-popular"" orthogonal pairs have started to attract attentions, because they can provide more choices of ncAA candidates and are necessary for simultaneous incorporation of multiple ncAAs into a single protein. Here, we summarize the development and applications of those ""not-so-popular"" orthogonal pairs, providing guidance for studying and engineering proteins.",,review,true,综述非主流正交aaRS/tRNA对的发展与应用，涵盖多种ncAA的遗传编码系统，对数据库构建有参考价值。,gce,unclear,unclear,noncanonical amino acids,2026-07-23 18:45:34,"Journal Article; Review; Research Support, N.I.H., Extramural",true,no,综述
10.1002/pro.4512,"Phage-assisted, active site-directed ligand evolution of a potent and selective histone deacetylase 8 inhibitor.",pubmed,gce,36382882,Protein science : a publication of the Protein Society,2022-Dec,"Phage-assisted, active site-directed ligand evolution (PADLE) is a recently developed technique that uses an amber codon-encoded noncanonical amino acid (ncAA) as an anchor to direct phage-displayed peptides to a target for an enhanced ligand identification process. 2-Amino-8-oxodecanoic acid (Aoda) is a ketone-containing ncAA residue in the macrocyclic peptide natural product apicidin that is a pan-inhibitor of Zn2+ -dependent histone deacetylases (HDACs). Its ketone serves as an anchoring point to coordinate the catalytic zinc ion in HDACs. Using a previously evolved N𝜀 -acetyl-lysyl-tRNA synthetase in combination with tRNAPyl , we showed that Aoda was efficiently incorporated into proteins in Escherichia coli by amber suppression. By propagating an amber codon-obligate phagemid library in E. coli encoding Aoda, we generated an Aoda-containing phage-displayed peptide library. Using this library to conduct PADLE against HDAC8 revealed a 7-mer peptide GH8P01F1 with Aoda-flanking amino acid residues that matched existing peptide sequences in identified HDAC8 substrates. Switching Aoda in GH8P01F1 to a more Zn2+ -chelating ncAA S-2-amino-8-hydroxyamino-8-oxooctanoic acid (Asuha) led to an extremely potent compound GH8HA01, which has an HDAC8-inhibition Ki value of 0.67 nM. GH8HA01 and its 5-mer truncation analogue Ac-GH8HA01Δ1Δ7 that has an HDAC8-inhibition Ki value of 0.31 nM are two of the most potent HDAC8 inhibitors that have been developed. Furthermore, both are highly selective against HDAC8 compared with other HDACs tested, demonstrating the great potential of using PADLE to identify highly potent and selective ligands for targets with conserved active sites among homologues.",,research_article,true,报道了Aoda和Asuha两种含酮/羟肟酸的非天然氨基酸的高效遗传编码，并用于构建HDAC8抑制剂，明确描述了ncAA的琥珀抑制整合工艺及结构优化。,gce,enzymatic,yes,"2-amino-8-oxodecanoic acid, S-2-amino-8-hydroxyamino-8-oxooctanoic acid",2026-07-23 18:45:34,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.3389/fmolb.2022.992748,Engineered bacterial host for genetic encoding of physiologically stable protein nitration.,pubmed,gce,36353730,Frontiers in molecular biosciences,2022,"Across scales, many biological phenomena, such as protein folding or bioadhesion and cohesion, rely on synergistic effects of different amino acid side chains at multiple positions in the protein sequence. These are often fine-tuned by post-translational modifications that introduce additional chemical properties. Several PTMs can now be genetically encoded and precisely installed at single and multiple sites by genetic code expansion. Protein nitration is a PTM of particular interest because it has been associated with several diseases. However, even when these nitro groups are directly incorporated into proteins, they are often physiologically reduced during or shortly after protein production. We have solved this problem by using an engineered Escherichia coli host strain. Six genes that are associated with nitroreductase activity were removed from the genome in a simple and robust manner. The result is a bacterial expression host that can stably produce proteins and peptides containing nitro groups, especially when these are amenable to modification. To demonstrate the applicability of this strain, we used this host for several applications. One of these was the multisite incorporation of a photocaged 3,4-dihydroxyphenylalanine derivative into Elastin-Like Polypeptides. For this non-canonical amino acid and several other photocaged ncAAs, the nitro group is critical for photocleavability. Accordingly, our approach also enhances the production of biomolecules containing photocaged tyrosine in the form of ortho-nitrobenzyl-tyrosine. We envision our engineered host as an efficient tool for the production of custom designed proteins, peptides or biomaterials for various applications ranging from research in cell biology to large-scale production in biotechnology.",,research_article,true,构建硝基还原酶缺失的大肠杆菌宿主，用于稳定生产含硝基的ncAA（如光笼酪氨酸衍生物），明确涉及ncAA的发酵生产平台开发。,fermentation,fermentation,yes,"photocaged 3,4-dihydroxyphenylalanine, ortho-nitrobenzyl-tyrosine",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1002/anie.202213942,Selecting Better Biocatalysts by Complementing Recoded Bacteria.,pubmed,gce,36342942,Angewandte Chemie (International ed. in English),2023-Jan-09,"In vivo selections are powerful tools for the directed evolution of enzymes. However, the need to link enzymatic activity to cellular survival makes selections for enzymes that do not fulfill a metabolic function challenging. Here, we present an in vivo selection strategy that leverages recoded organisms addicted to non-canonical amino acids (ncAAs) to evolve biocatalysts that can provide these building blocks from synthetic precursors. We exemplify our platform by engineering carbamoylases that display catalytic efficiencies more than five orders of magnitude higher than those observed for the wild-type enzyme for ncAA-precursors. As growth rates of bacteria under selective conditions correlate with enzymatic activities, we were able to elicit improved variants from populations by performing serial passaging. By requiring minimal human intervention and no specialized equipment, we surmise that our strategy will become a versatile tool for the in vivo directed evolution of diverse biocatalysts.",,research_article,true,利用依赖非天然氨基酸的重编码细菌，通过定向进化提高氨甲酰酶对 ncAA 前体的催化效率，建立了从合成前体到 ncAA 的生物转化路径，可用于 ncAA 生产。,enzymatic,enzymatic,yes,non-canonical amino acids (ncAAs),2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.3389/fmicb.2022.1007832,Unconventional genetic code systems in archaea.,pubmed,gce,36160229,Frontiers in microbiology,2022,"Archaea constitute the third domain of life, distinct from bacteria and eukaryotes given their ability to tolerate extreme environments. To survive these harsh conditions, certain archaeal lineages possess unique genetic code systems to encode either selenocysteine or pyrrolysine, rare amino acids not found in all organisms. Furthermore, archaea utilize alternate tRNA-dependent pathways to biosynthesize and incorporate members of the 20 canonical amino acids. Recent discoveries of new archaeal species have revealed the co-occurrence of these genetic code systems within a single lineage. This review discusses the diverse genetic code systems of archaea, while detailing the associated biochemical elements and molecular mechanisms.",,review,true,综述古菌中硒代半胱氨酸和吡咯赖氨酸的遗传密码系统及其生化机制，涵盖NNAA的生物合成与整合通路。,gce,unclear,yes,"selenocysteine, pyrrolysine",2026-07-23 18:45:34,Journal Article; Review,true,no,综述
10.3389/fmolb.2022.851646,Genetic Code Engineering by Natural and Unnatural Base Pair Systems for the Site-Specific Incorporation of Non-Standard Amino Acids Into Proteins.,pubmed,gce,35685243,Frontiers in molecular biosciences,2022,"Amino acid sequences of proteins are encoded in nucleic acids composed of four letters, A, G, C, and T(U). However, this four-letter alphabet coding system limits further functionalities of proteins by the twenty letters of amino acids. If we expand the genetic code or develop alternative codes, we could create novel biological systems and biotechnologies by the site-specific incorporation of non-standard amino acids (or unnatural amino acids, unAAs) into proteins. To this end, new codons and their complementary anticodons are required for unAAs. In this review, we introduce the current status of methods to incorporate new amino acids into proteins by in vitro and in vivo translation systems, by focusing on the creation of new codon-anticodon interactions, including unnatural base pair systems for genetic alphabet expansion.",,review,true,综述通过非天然碱基对系统实现非标准氨基酸的位点特异性掺入，涵盖遗传密码扩展的多种方法，包括ncAA整合策略。,gce,unclear,yes,unnatural amino acids,2026-07-23 18:45:34,Journal Article; Review,true,no,综述
10.3389/fpls.2022.859374,Protein Tyrosine Nitration in Plant Nitric Oxide Signaling.,pubmed,gce,35360296,Frontiers in plant science,2022,"Nitric oxide (NO), which is ubiquitously present in living organisms, regulates many developmental and stress-activated processes in plants. Regulatory effects exerted by NO lies mostly in its chemical reactivity as a free radical. Proteins are main targets of NO action as several amino acids can undergo NO-related post-translational modifications (PTMs) that include mainly S-nitrosylation of cysteine, and nitration of tyrosine and tryptophan. This review is focused on the role of protein tyrosine nitration on NO signaling, making emphasis on the production of NO and peroxynitrite, which is the main physiological nitrating agent; the main metabolic and signaling pathways targeted by protein nitration; and the past, present, and future of methodological and strategic approaches to study this PTM. Available information on identification of nitrated plant proteins, the corresponding nitration sites, and the functional effects on the modified proteins will be summarized. However, due to the low proportion of in vivo nitrated peptides and their inherent instability, the identification of nitration sites by proteomic analyses is a difficult task. Artificial nitration procedures are likely not the best strategy for nitration site identification due to the lack of specificity. An alternative to get artificial site-specific nitration comes from the application of genetic code expansion technologies based on the use of orthogonal aminoacyl-tRNA synthetase/tRNA pairs engineered for specific noncanonical amino acids. This strategy permits the programmable site-specific installation of genetically encoded 3-nitrotyrosine sites in proteins expressed in Escherichia coli, thus allowing the study of the effects of specific site nitration on protein structure and function.",,review,true,综述植物中酪氨酸硝化作用，并明确提及利用遗传密码扩展技术在大肠杆菌中位点特异性引入3-nitrotyrosine，属于NNAA合成方法学内容。,chemical,chemical,yes,3-nitrotyrosine,2026-07-23 18:45:34,Journal Article; Review,true,no,综述
10.1016/j.copbio.2022.102691,New opportunities for genetic code expansion in synthetic yeast.,pubmed,gce,35151980,Current opinion in biotechnology,2022-Jun,"The synthetic yeast, Sc2.0, is nearing completion as consolidation of all 17 synthetic chromosomes into a single cell advances. This organism will be the first synthetic eukaryote and provides a highly plastic biological chassis built from the bottom-up using principles of biological design. This synthetic approach to genome construction has allowed the genetic code to be re-wired in this background to liberate the amber stop codon as a dedicated triplet for encoding non-canonical amino acids. The availability of an expanded set of amino acid building blocks allows precise control of protein structure and function, providing new opportunities to develop protein-based therapeutics, materials and catalysts. In this article, we review the challenges facing genetic code expansion research in yeast and highlight how the development of Sc2.0 provides new and exciting opportunities to address existing limitations.",,review,true,综述聚焦合成酵母Sc2.0中遗传密码扩展的应用前景，强调ncAA整合对蛋白工程的价值，虽未详述合成方法，但属于GCE方法学综述，对数据库构建有参考意义。,gce,unclear,unclear,ncAAs,2026-07-23 18:45:34,"Journal Article; Review; Research Support, Non-U.S. Gov't",true,no,综述
10.1021/acssynbio.1c00578,Reprogramming the Biosynthesis of Precursor Peptide to Create a Selenazole-Containing Nosiheptide Analogue.,pubmed,gce,35006674,ACS synthetic biology,2022-Jan-21,"Nosiheptide (NOS), a potent bactericidal thiopeptide, belongs to a class of natural products produced by ribosomal synthesis and post-translational modifications, and its biosynthetic pathway has largely been elucidated. However, the central trithiazolylpyridine structure of NOS remains inaccessible to structural changes. Here we report the creation of a NOS analogue containing a unique selenazole ring by the construction of an artificial system in Streptomyces actuosus ATCC25421, where the genes responsible for the biosynthesis of selenoprotein from Escherichia coli and the biosynthetic gene cluster of NOS were rationally integrated to produce a selenazole-containing analogue of NOS. The thiazole at the fifth position in NOS was specifically replaced by a selenazole to afford the first selenazole-containing ""unnatural"" natural product. The present strategy is useful for structural manipulation of various RiPP natural products.",,research_article,true,通过整合硒蛋白生物合成基因与nosheptide基因簇，在链霉菌中重构通路，首次合成含硒唑的非天然天然产物，明确包含ncAA（硒代噻唑）的生物合成通路。,pathway,fermentation,yes,selenazole-containing nosiheptide analogue,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1016/j.jmb.2021.167346,Genetic Code Expansion Through Quadruplet Codon Decoding.,pubmed,gce,34762896,Journal of molecular biology,2022-Apr-30,"Noncanonical amino acid mutagenesis has emerged as a powerful tool for the study of protein structure and function. While triplet nonsense codons, especially the amber codon, have been widely employed, quadruplet codons have attracted attention for the potential of creating additional blank codons for noncanonical amino acids mutagenesis. In this review, we discuss methodologies and applications of quadruplet codon decoding in genetic code expansion both in vitro and in vivo.",,review,true,综述四联体密码子解码在遗传密码扩展中的应用，属于GCE核心内容，虽未详述合成但对ncAA整合方法有系统介绍。,gce,unclear,unclear,,2026-07-23 18:45:34,Journal Article; Review,true,no,综述
10.1016/j.jmb.2021.167331,"Creation, Optimization, and Use of Semi-Synthetic Organisms that Store and Retrieve Increased Genetic Information.",pubmed,gce,34710400,Journal of molecular biology,2022-Apr-30,"With few exceptions, natural proteins are built from only 20 canonical (proteogenic) amino acids which limits the functionality and accordingly the properties they can possess. Genetic code expansion, i.e. the creation of codons and the machinery needed to assign them to non-canonical amino acids (ncAAs), promises to enable the discovery of proteins with novel properties that are otherwise difficult or impossible to obtain. One approach to expanding the genetic code is to expand the genetic alphabet via the development of unnatural nucleotides that pair to form an unnatural base pair (UBP). Semi-synthetic organisms (SSOs), i.e. organisms that stably maintain the UBP, transcribe its component nucleotides into RNA, and use it to translate proteins, would have available to them new codons and the anticodons needed to assign them to ncAAs. This review summarizes the development of a family of UBPs, their use to create SSOs, and the optimization and application of the SSOs to produce candidate therapeutic proteins with improved properties that are now undergoing evaluation in clinical trials.",,review,true,综述半合成生物体存储扩展遗传信息，涉及ncAA整合，虽侧重UBP但提及ncAA应用，对GCE合成体系有参考价值。,gce,unclear,unclear,,2026-07-23 18:45:34,Journal Article; Review,true,no,综述
10.1016/j.jmb.2021.167302,Engineering Translation Components for Genetic Code Expansion.,pubmed,gce,34673113,Journal of molecular biology,2022-Apr-30,"The expansion of the genetic code consisting of four bases and 20 amino acids into diverse building blocks has been an exciting topic in synthetic biology. Many biochemical components are involved in gene expression; therefore, adding a new component to the genetic code requires engineering many other components that interact with it. Genetic code expansion has advanced significantly for the last two decades with the engineering of several components involved in protein synthesis. These components include tRNA/aminoacyl-tRNA synthetase, new codons, ribosomes, and elongation factor Tu. In addition, biosynthesis and enhanced uptake of non-canonical amino acids have been attempted and have made meaningful progress. This review discusses the efforts to engineer these translation components, to improve the genetic code expansion technology.",,review,true,综述遗传密码扩展中翻译组分的工程化，明确提及ncAA的生物合成与摄取策略，涵盖合成方法学内容。,gce,multiple,yes,,2026-07-23 18:45:34,Journal Article; Review,true,no,综述
10.3390/biom11091358,Convenient Genetic Encoding of Phenylalanine Derivatives through Their α-Keto Acid Precursors.,pubmed,gce,34572570,Biomolecules,2021-Sep-14,"The activity and function of proteins can be improved by incorporation of non-canonical amino acids (ncAAs). To avoid the tedious synthesis of a large number of chiral phenylalanine derivatives, we synthesized the corresponding phenylpyruvic acid precursors. Escherichia coli strain DH10B and strain C321.ΔA.expΔPBAD were selected as hosts for phenylpyruvic acid bioconversion and genetic code expansion using the MmPylRS/pyltRNACUA system. The concentrations of keto acids, PLP and amino donors were optimized in the process. Eight keto acids that can be biotransformed and their coupled genetic code expansions were identified. Finally, the genetic encoded ncAAs were tested for incorporation into fluorescent proteins with keto acids.",,research_article,true,通过苯丙酮酸前体生物转化实现苯丙氨酸衍生物的遗传编码，明确报告了ncAA的生物合成路径和优化条件。,gce,enzymatic,yes,phenylalanine derivatives,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.3390/molecules26164988,A Genetically Encoded Isonitrile Lysine for Orthogonal Bioorthogonal Labeling Schemes.,pubmed,gce,34443576,"Molecules (Basel, Switzerland)",2021-Aug-18,"Bioorthogonal click-reactions represent ideal means for labeling biomolecules selectively and specifically with suitable small synthetic dyes. Genetic code expansion (GCE) technology enables efficient site-selective installation of bioorthogonal handles onto proteins of interest (POIs). Incorporation of bioorthogonalized non-canonical amino acids is a minimally perturbing means of enabling the study of proteins in their native environment. The growing demand for the multiple modification of POIs has triggered the quest for developing orthogonal bioorthogonal reactions that allow simultaneous modification of biomolecules. The recently reported bioorthogonal [4 + 1] cycloaddition reaction of bulky tetrazines and sterically demanding isonitriles has prompted us to develop a non-canonical amino acid (ncAA) bearing a suitable isonitrile function. Herein we disclose the synthesis and genetic incorporation of this ncAA together with studies aiming at assessing the mutual orthogonality between its reaction with bulky tetrazines and the inverse electron demand Diels-Alder (IEDDA) reaction of bicyclononyne (BCN) and tetrazine. Results showed that the new ncAA, bulky-isonitrile-carbamate-lysine (BICK) is efficiently and specifically incorporated into proteins by genetic code expansion, and despite the slow [4 + 1] cycloaddition, enables the labeling of outer membrane receptors such as insulin receptor (IR) with a membrane-impermeable dye. Furthermore, double labeling of protein structures in live and fixed mammalian cells was achieved using the mutually orthogonal bioorthogonal IEDDA and [4 + 1] cycloaddition reaction pair, by introducing BICK through GCE and BCN through a HaloTag technique.",,research_article,true,文章披露了isonitrile-lysine (BICK) 的化学合成及其通过GCE的遗传整合，明确包含ncAA的合成步骤，符合pass_filter条件。,chemical,chemical,yes,bulky-isonitrile-carbamate-lysine,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1007/s42994-020-00030-1,Genome recoding strategies to improve cellular properties: mechanisms and advances.,pubmed,gce,34377578,aBIOTECH,2021,"The genetic code, once believed to be universal and immutable, is now known to contain many variations and is not quite universal. The basis for genome recoding strategy is genetic code variation that can be harnessed to improve cellular properties. Thus, genome recoding is a promising strategy for the enhancement of genome flexibility, allowing for novel functions that are not commonly documented in the organism in its natural environment. Here, the basic concept of genetic code and associated mechanisms for the generation of genetic codon variants, including biased codon usage, codon reassignment, and ambiguous decoding, are extensively discussed. Knowledge of the concept of natural genetic code expansion is also detailed. The generation of recoded organisms and associated mechanisms with basic targeting components, including aminoacyl-tRNA synthetase-tRNA pairs, elongation factor EF-Tu and ribosomes, are highlighted for a comprehensive understanding of this concept. The research associated with the generation of diverse recoded organisms is also discussed. The success of genome recoding in diverse multicellular organisms offers a platform for expanding protein chemistry at the biochemical level with non-canonical amino acids, genetically isolating the synthetic organisms from the natural ones, and fighting viruses, including SARS-CoV2, through the creation of attenuated viruses. In conclusion, genome recoding can offer diverse applications for improving cellular properties in the genome-recoded organisms.",,review,true,综述遗传密码扩展与基因组重编码策略，详细讨论aaRS/tRNA对、正交系统及非天然氨基酸整合机制，属于GCE核心内容，对数据库构建有参考价值。,gce,unclear,yes,,2026-07-23 18:45:34,Journal Article; Review,true,no,综述
10.3389/fmicb.2021.680620,An Ecological Basis for Dual Genetic Code Expansion in Marine Deltaproteobacteria.,pubmed,gce,34335502,Frontiers in microbiology,2021,"Marine benthic environments may be shaped by anthropogenic and other localized events, leading to changes in microbial community composition evident decades after a disturbance. Marine sediments in particular harbor exceptional taxonomic diversity and can shed light on distinctive evolutionary strategies. Genetic code expansion is a strategy that increases the structural and functional diversity of proteins in cells, by repurposing stop codons to encode non-canonical amino acids: pyrrolysine (Pyl) and selenocysteine (Sec). Here, we report both a study of the microbiome at a deep sea industrial waste dumpsite and an unanticipated discovery of codon reassignment in its most abundant member, with potential ramifications for interpreting microbial interactions with ocean-dumped wastes. The genomes of abundant Deltaproteobacteria from the sediments of a deep-ocean chemical waste dump site have undergone genetic code expansion. Pyl and Sec in these organisms appear to augment trimethylamine (TMA) and one-carbon metabolism, representing an increased metabolic versatility. The inferred metabolism of these sulfate-reducing bacteria places them in competition with methylotrophic methanogens for TMA, a contention further supported by earlier isotope tracer studies and reanalysis of metatranscriptomic studies. A survey of genomic data further reveals a broad geographic distribution of a niche group of similarly specialized Deltaproteobacteria, including at sulfidic sites in the Atlantic Ocean, Gulf of Mexico, Guaymas Basin, and North Sea, as well as in terrestrial and estuarine environments. These findings reveal an important biogeochemical role for specialized Deltaproteobacteria at the interface of the carbon, nitrogen, selenium, and sulfur cycles, with their niche adaptation and ecological success potentially augmented by genetic code expansion.",,research_article,true,研究海洋Deltaproteobacteria中吡咯赖氨酸（Pyl）和硒代半胱氨酸（Sec）的遗传密码扩展及其在TMA和一碳代谢中的作用，明确涉及NNAA的生物合成通路与生态功能。,pathway,fermentation,yes,"pyrrolysine, selenocysteine",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
